WATERBODY ID,OFFICIAL NAME,COMMON NAME,LONG,LAT,ATS,SHIPMENT DATE,SPECIES,QUANTITY,GENOTYPE,AVG. LENGTH
6900,UNNAMED,ACADIA VALLEY RESERVOIR,-110.256659,51.111282,SW8-25-2-W4,5/5/2014,RNTR,6000,Diploid,16.4
3899,ALFORD LAKE, ,-115.092202,52.063523,SW4-36-8-W5,5/19/2014,RNTR,2200,Diploid,20.9
6902,UNNAMED,ALLISON LAKE,-114.604063,49.672284,SW27-8-5-W5,5/12/2014,RNTR,2193,Triploid,22.1
6902,UNNAMED,ALLISON LAKE,-114.604063,49.672284,SW27-8-5-W5,6/9/2014,RNTR,1730,Triploid,23.3
6902,UNNAMED,ALLISON LAKE,-114.604063,49.672284,SW27-8-5-W5,8/25/2014,RNTR,400,Triploid,31
21353,UNNAMED,ARDMORE COMMUNITY POND,-110.479159,54.339952,NW1-62-4-W4,4/28/2014,RNTR,100,Diploid,24.9
21353,UNNAMED,ARDMORE COMMUNITY POND,-110.479159,54.339952,NW1-62-4-W4,5/5/2014,RNTR,300,Diploid,24.9
21353,UNNAMED,ARDMORE COMMUNITY POND,-110.479159,54.339952,NW1-62-4-W4,6/9/2014,RNTR,20,Diploid,30
21353,UNNAMED,ARDMORE COMMUNITY POND,-110.479159,54.339952,NW1-62-4-W4,9/8/2014,RNTR,200,Diploid,18.8
6903,UNNAMED,ASHLAND RESERVOIR,-114.409999,53.147371,NW17-48-3-W5,5/5/2014,RNTR,6000,Diploid,22.8
6903,UNNAMED,ASHLAND RESERVOIR,-114.409999,53.147371,NW17-48-3-W5,9/22/2014,RNTR,3500,Diploid,18.4
6904,UNNAMED,ATLANTIC RICHFIELD RESERVOIR,-115.326749,54.832388,NE29-67-9-W5,6/2/2014,RNTR,1800,Diploid,16.8
6892,UNNAMED,BATHING LAKE,-114.024744,49.278825,SE11-4-1-W5,5/12/2014,RNTR,750,Triploid,24
4011,BEAUVAIS LAKE, ,-114.105019,49.411416,SW29-5-1-W5,5/5/2014,RNTR,18000,AF3N,13.7
4011,BEAUVAIS LAKE, ,-114.105019,49.411416,SW29-5-1-W5,9/1/2014,RNTR,23000,Triploid,10.5
4014,BEAVER LAKE, ,-114.788387,52.006721,NE16-35-6-W5,5/19/2014,RNTR,3500,AF3N,14.08
4018,BEAVER MINES LAKE, ,-114.296284,49.372895,NE11-5-3-W5,5/12/2014,RNTR,23000,Triploid,13.3
6894,UNNAMED,BELLIS BEACH LAKE,-112.15247,54.100613,SE15-59-15-W4,5/12/2014,RNTR,3266,Triploid,14.4
6894,UNNAMED,BELLIS BEACH LAKE,-112.15247,54.100613,SE15-59-15-W4,5/12/2014,RNTR,3266,AF3N,14.6
6894,UNNAMED,BELLIS BEACH LAKE,-112.15247,54.100613,SE15-59-15-W4,5/12/2014,RNTR,3266,AF3N,16
4061,BIRCH LAKE, ,-114.854167,52.011667,NW18-35-6-W5,6/2/2014,BNTR,500,Triploid,18
4061,BIRCH LAKE, ,-114.854167,52.011667,NW18-35-6-W5,6/2/2014,BKTR,4200,Triploid,19
4061,BIRCH LAKE, ,-114.854167,52.011667,NW18-35-6-W5,6/2/2014,RNTR,3000,Diploid,20.5
6923,UNNAMED,BLACK NUGGET MINE PIT,-112.532662,53.217685,NW11-49-18-W4,5/12/2014,RNTR,8836,Diploid,21.6
6923,UNNAMED,BLACK NUGGET MINE PIT,-112.532662,53.217685,NW11-49-18-W4,5/12/2014,RNTR,3927,Diploid,15.5
6923,UNNAMED,BLACK NUGGET MINE PIT,-112.532662,53.217685,NW11-49-18-W4,9/15/2014,RNTR,12275,Diploid,17.8
3494,BLOOD INDIAN CREEK RESERVOIR, ,-111.210333,51.24853,SW28-26-9-W4,5/5/2014,RNTR,150000,Diploid,8.5
6889,UNNAMED,BOEHLKE'S POND,-112.131457,52.042128,SE31-35-15-W4,9/22/2014,RNTR,5000,Diploid,18.5
6882,UNNAMED,BOW CITY EAST PONDS,-112.255516,50.430146,SE15-17-17-W4,4/21/2014,RNTR,2000,Triploid,24.5
6921,UNNAMED,BRAZEAU BORROW PIT #1,-115.414317,52.916194,SE32-45-10-W5,5/19/2014,RNTR,1500,Diploid,20.2
6873,UNNAMED,BROOKS AQUADUCT POND,-111.843722,50.524756,NE15-18-14-W4,4/28/2014,RNTR,30000,Diploid,14
6878,BULLSHEAD RESERVOIR,BULLSHEAD CREEK RESERVOIR,-110.506929,49.677137,NE29-8-4-W4,9/29/2014,RNTR,10000,AF3N,17.9
6879,UNNAMED,BURMIS LAKE,-114.299609,49.553784,SE14-7-3-W5,4/28/2014,RNTR,1000,Triploid,23
4159,BURNS LAKE, ,-114.9432046,50.60403811,SW17-19-7-W5,9/1/2014,CTTR,300,Diploid,4.8
6880,UNNAMED,BURN'S RESERVOIR,-113.935337,49.498883,SE26-6-30-W4,4/28/2014,RNTR,500,Triploid,23
6880,UNNAMED,BURN'S RESERVOIR,-113.935337,49.498883,SE26-6-30-W4,6/9/2014,RNTR,510,Triploid,24.1
4171,BUTCHER'S LAKE, ,-114.061148,49.303994,NW15-4-1-W5,9/22/2014,BKTR,3000,Triploid,15
6614,UNNAMED,BY THE LAKE PARK,-113.408198,52.976846,SW22-46-24-W4,5/5/2014,RNTR,3514,Diploid,21
6614,UNNAMED,BY THE LAKE PARK,-113.408198,52.976846,SW22-46-24-W4,5/5/2014,RNTR,1486,Diploid,18.4
21332,UNNAMED,CAMP 9 TROUT POND,-115.124687,52.841603,NE32-44-8-W5,6/9/2014,RNTR,500,Triploid,21.1
4208,CAPTAIN EYRE LAKE,CAPT AYRE,-110.714832,52.29945,NW30-38-5-W4,4/28/2014,RNTR,4000,Diploid,20.7
4208,CAPTAIN EYRE LAKE,CAPT AYRE,-110.714832,52.29945,NW30-38-5-W4,9/15/2014,RNTR,1000,Diploid,18
6868,UNNAMED,CARDIFF PARK POND,-113.584073,53.763266,SW24-55-25-W4,5/12/2014,RNTR,15000,Diploid,9.7
4231,CAVAN LAKE, ,-110.407082,49.935915,SW30-11-3-W4,4/28/2014,RNTR,30000,Diploid,16.2
4231,CAVAN LAKE, ,-110.407082,49.935915,SW30-11-3-W4,9/15/2014,RNTR,34648,Diploid,17.4
4231,CAVAN LAKE, ,-110.407082,49.935915,SW30-11-3-W4,9/29/2014,RNTR,4140,Diploid,18.5
6778,UNNAMED,CECIL THOMPSON POND,-117.182118,56.20873,SW24-83-21-W5,5/19/2014,RNTR,1500,Diploid,20.7
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,5/19/2014,RNTR,56000,Diploid,10.1
3499,CHAIN LAKES RESERVOIR, ,-114.20802,50.236864,NE4-15-2-W5,5/5/2014,RNTR,17037,AF3N,16.8
3499,CHAIN LAKES RESERVOIR, ,-114.20802,50.236864,NE4-15-2-W5,9/15/2014,RNTR,36006,Triploid,12.2
